id,slug,date,url,title,excerpt,site
http://www.exploreplasticsurgery.com/2012/07/03/case-study-natural-breast-augmentation-with-gummy-bear-implants/,case-study-natural-breast-augmentation-with-gummy-bear-implants,,http://www.exploreplasticsurgery.com/2012/07/03/case-study-natural-breast-augmentation-with-gummy-bear-implants/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/09/07/case-study-nuchal-ridge-reduction-in-aesthetic-skull-reshaping/,case-study-nuchal-ridge-reduction-in-aesthetic-skull-reshaping,,http://www.exploreplasticsurgery.com/2014/09/07/case-study-nuchal-ridge-reduction-in-aesthetic-skull-reshaping/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/10/18/case-study-otoplasty-with-earlobe-reduction/,case-study-otoplasty-with-earlobe-reduction,,http://www.exploreplasticsurgery.com/2014/10/18/case-study-otoplasty-with-earlobe-reduction/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/05/12/case-study-saline-breast-augmentation-in-young-asian-female/,case-study-saline-breast-augmentation-in-young-asian-female,,http://www.exploreplasticsurgery.com/2014/05/12/case-study-saline-breast-augmentation-in-young-asian-female/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/05/02/case-study-shaped-implants-for-a-natural-breast-augmentation-result/,case-study-shaped-implants-for-a-natural-breast-augmentation-result,,http://www.exploreplasticsurgery.com/2014/05/02/case-study-shaped-implants-for-a-natural-breast-augmentation-result/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/06/01/case-study-sliding-genioplasty-and-chin-narrowing/,case-study-sliding-genioplasty-and-chin-narrowing,,http://www.exploreplasticsurgery.com/2014/06/01/case-study-sliding-genioplasty-and-chin-narrowing/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/02/22/case-study-sliding-genioplasty-for-increased-projection-and-vertical-shortening-of-the-chin/,case-study-sliding-genioplasty-for-increased-projection-and-vertical-shortening-of-the-chin,,http://www.exploreplasticsurgery.com/2014/02/22/case-study-sliding-genioplasty-for-increased-projection-and-vertical-shortening-of-the-chin/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2013/11/10/case-study-sliding-genioplasty-for-obstructive-sleep-apnea/,case-study-sliding-genioplasty-for-obstructive-sleep-apnea,,http://www.exploreplasticsurgery.com/2013/11/10/case-study-sliding-genioplasty-for-obstructive-sleep-apnea/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/09/07/case-study-sliding-genioplasty-for-obstructive-sleep-apnea-improvement/,case-study-sliding-genioplasty-for-obstructive-sleep-apnea-improvement,,http://www.exploreplasticsurgery.com/2014/09/07/case-study-sliding-genioplasty-for-obstructive-sleep-apnea-improvement/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/09/21/case-study-solid-silicone-testicle-implants/,case-study-solid-silicone-testicle-implants,,http://www.exploreplasticsurgery.com/2014/09/21/case-study-solid-silicone-testicle-implants/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/08/15/case-study-submental-relaxation-after-facelift-surgery/,case-study-submental-relaxation-after-facelift-surgery,,http://www.exploreplasticsurgery.com/2014/08/15/case-study-submental-relaxation-after-facelift-surgery/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/10/08/case-study-tummy-tuck-for-the-clefted-abdominal-pannus-in-a-hispanic-female/,case-study-tummy-tuck-for-the-clefted-abdominal-pannus-in-a-hispanic-female,,http://www.exploreplasticsurgery.com/2014/10/08/case-study-tummy-tuck-for-the-clefted-abdominal-pannus-in-a-hispanic-female/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2011/07/23/cheek-augmentation-and-facial-attractiveness-in-men-and-women/,cheek-augmentation-and-facial-attractiveness-in-men-and-women,,http://www.exploreplasticsurgery.com/2011/07/23/cheek-augmentation-and-facial-attractiveness-in-men-and-women/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2009/11/19/cheek-augmentation-preventing-complications-and-improving-outcomes/,cheek-augmentation-preventing-complications-and-improving-outcomes,,http://www.exploreplasticsurgery.com/2009/11/19/cheek-augmentation-preventing-complications-and-improving-outcomes/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2013/08/15/chin-narrowing-and-lengthening-for-slenderizing-the-wide-lower-face/,chin-narrowing-and-lengthening-for-slenderizing-the-wide-lower-face,,http://www.exploreplasticsurgery.com/2013/08/15/chin-narrowing-and-lengthening-for-slenderizing-the-wide-lower-face/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/11/03/combining-facelift-cheek-implants-and-laser-resurfacing-for-total-facial-rejuvenation/,combining-facelift-cheek-implants-and-laser-resurfacing-for-total-facial-rejuvenation,,http://www.exploreplasticsurgery.com/2014/11/03/combining-facelift-cheek-implants-and-laser-resurfacing-for-total-facial-rejuvenation/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/04/20/comparing-botox-dysport-and-xeomin-injectable-facial-neuromuscular-modulators/,comparing-botox-dysport-and-xeomin-injectable-facial-neuromuscular-modulators,,http://www.exploreplasticsurgery.com/2014/04/20/comparing-botox-dysport-and-xeomin-injectable-facial-neuromuscular-modulators/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2008/05/12/complication-differences-between-face-vs-body-plastic-surgery/,complication-differences-between-face-vs-body-plastic-surgery,,http://www.exploreplasticsurgery.com/2008/05/12/complication-differences-between-face-vs-body-plastic-surgery/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/03/11/contemporary-cheek-implant-options/,contemporary-cheek-implant-options,,http://www.exploreplasticsurgery.com/2014/03/11/contemporary-cheek-implant-options/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/07/26/corrective-repositioning-of-cheek-implant-asymmetry/,corrective-repositioning-of-cheek-implant-asymmetry,,http://www.exploreplasticsurgery.com/2014/07/26/corrective-repositioning-of-cheek-implant-asymmetry/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2009/11/03/cosmetic-breast-surgery-and-breast-cancer-screening/,cosmetic-breast-surgery-and-breast-cancer-screening,,http://www.exploreplasticsurgery.com/2009/11/03/cosmetic-breast-surgery-and-breast-cancer-screening/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2011/01/24/current-update-on-the-gummy-bear-implant-for-breast-augmentation/,current-update-on-the-gummy-bear-implant-for-breast-augmentation,,http://www.exploreplasticsurgery.com/2011/01/24/current-update-on-the-gummy-bear-implant-for-breast-augmentation/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2008/03/09/dr-barry-eppley-and-my-space/,dr-barry-eppley-and-my-space,,http://www.exploreplasticsurgery.com/2008/03/09/dr-barry-eppley-and-my-space/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2008/03/09/dr-barry-eppley-and-youtube/,dr-barry-eppley-and-youtube,,http://www.exploreplasticsurgery.com/2008/03/09/dr-barry-eppley-and-youtube/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/06/15/facelift-approach-in-the-hiv-positive-patient/,facelift-approach-in-the-hiv-positive-patient,,http://www.exploreplasticsurgery.com/2014/06/15/facelift-approach-in-the-hiv-positive-patient/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/05/05/fat-compartments-in-the-neck-implications-for-neck-contouring-surgery/,fat-compartments-in-the-neck-implications-for-neck-contouring-surgery,,http://www.exploreplasticsurgery.com/2014/05/05/fat-compartments-in-the-neck-implications-for-neck-contouring-surgery/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/11/09/plastic-surgerys-did-you-know-gummy-bear-breast-implants/feed/,feed,,http://www.exploreplasticsurgery.com/2014/11/09/plastic-surgerys-did-you-know-gummy-bear-breast-implants/feed/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/11/09/technical-strategies-in-plastic-surgery-fat-injections-for-the-bony-shoulder/feed/,feed,,http://www.exploreplasticsurgery.com/2014/11/09/technical-strategies-in-plastic-surgery-fat-injections-for-the-bony-shoulder/feed/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/11/09/sliding-genioplasty-modification-for-jawlinelower-facial-reshaping/feed/,feed,,http://www.exploreplasticsurgery.com/2014/11/09/sliding-genioplasty-modification-for-jawlinelower-facial-reshaping/feed/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/11/09/technical-strategies-in-plastic-surgery-small-cannula-power-assisted-liposuction-in-the-lower-extremity-for-cankles/feed/,feed,,http://www.exploreplasticsurgery.com/2014/11/09/technical-strategies-in-plastic-surgery-small-cannula-power-assisted-liposuction-in-the-lower-extremity-for-cankles/feed/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/11/08/the-impact-of-breast-implants-and-breast-cancer-detection/feed/,feed,,http://www.exploreplasticsurgery.com/2014/11/08/the-impact-of-breast-implants-and-breast-cancer-detection/feed/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/11/06/an-anatomic-study-of-botox-injections-for-drooping-mouth-corners/feed/,feed,,http://www.exploreplasticsurgery.com/2014/11/06/an-anatomic-study-of-botox-injections-for-drooping-mouth-corners/feed/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/11/06/plastic-surgery-case-study-liposuction-for-congenital-flank-lipodystrophy/feed/,feed,,http://www.exploreplasticsurgery.com/2014/11/06/plastic-surgery-case-study-liposuction-for-congenital-flank-lipodystrophy/feed/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/11/03/combining-facelift-cheek-implants-and-laser-resurfacing-for-total-facial-rejuvenation/feed/,feed,,http://www.exploreplasticsurgery.com/2014/11/03/combining-facelift-cheek-implants-and-laser-resurfacing-for-total-facial-rejuvenation/feed/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/04/28/five-things-you-didnt-know-about-breast-augmentation/,five-things-you-didnt-know-about-breast-augmentation,,http://www.exploreplasticsurgery.com/2014/04/28/five-things-you-didnt-know-about-breast-augmentation/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2013/12/18/five-things-you-didnt-know-about-chin-augmentation/,five-things-you-didnt-know-about-chin-augmentation,,http://www.exploreplasticsurgery.com/2013/12/18/five-things-you-didnt-know-about-chin-augmentation/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2013/12/29/five-things-you-may-not-know-about-botox/,five-things-you-may-not-know-about-botox,,http://www.exploreplasticsurgery.com/2013/12/29/five-things-you-may-not-know-about-botox/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/08/02/forensic-use-of-breast-implant-identification-numbers/,forensic-use-of-breast-implant-identification-numbers,,http://www.exploreplasticsurgery.com/2014/08/02/forensic-use-of-breast-implant-identification-numbers/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2011/01/25/gummy-bear-breast-augmentation-advantages-and-disadvantages/,gummy-bear-breast-augmentation-advantages-and-disadvantages,,http://www.exploreplasticsurgery.com/2011/01/25/gummy-bear-breast-augmentation-advantages-and-disadvantages/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/08/03/implant-malposition-in-breast-augmentation-surgery/,implant-malposition-in-breast-augmentation-surgery,,http://www.exploreplasticsurgery.com/2014/08/03/implant-malposition-in-breast-augmentation-surgery/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2009/10/25/indianapolis-doc-chat-radio-show-discusses-breast-cancer-and-breast-reconstruction/,indianapolis-doc-chat-radio-show-discusses-breast-cancer-and-breast-reconstruction,,http://www.exploreplasticsurgery.com/2009/10/25/indianapolis-doc-chat-radio-show-discusses-breast-cancer-and-breast-reconstruction/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/09/11/joan-rivers-a-comedians-legacy-to-plastic-surgery/,joan-rivers-a-comedians-legacy-to-plastic-surgery,,http://www.exploreplasticsurgery.com/2014/09/11/joan-rivers-a-comedians-legacy-to-plastic-surgery/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2010/03/09/lip-wrinkles-in-women-anatomy-and-treatment-approaches/,lip-wrinkles-in-women-anatomy-and-treatment-approaches,,http://www.exploreplasticsurgery.com/2010/03/09/lip-wrinkles-in-women-anatomy-and-treatment-approaches/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/06/09/liposuction-and-the-fat-redistribution-effects/,liposuction-and-the-fat-redistribution-effects,,http://www.exploreplasticsurgery.com/2014/06/09/liposuction-and-the-fat-redistribution-effects/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2009/06/29/love-handle-removal-with-smartlipo-laser-liposuction/,love-handle-removal-with-smartlipo-laser-liposuction,,http://www.exploreplasticsurgery.com/2009/06/29/love-handle-removal-with-smartlipo-laser-liposuction/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/03/30/management-of-the-step-off-in-a-sliding-genioplasty/,management-of-the-step-off-in-a-sliding-genioplasty,,http://www.exploreplasticsurgery.com/2014/03/30/management-of-the-step-off-in-a-sliding-genioplasty/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2009/10/17/midface-rejuvenation-cheek-lifts-vs-cheek-implants/,midface-rejuvenation-cheek-lifts-vs-cheek-implants,,http://www.exploreplasticsurgery.com/2009/10/17/midface-rejuvenation-cheek-lifts-vs-cheek-implants/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2011/03/14/non-surgical-skin-tightening-is-currently-more-hype-than-reality/,non-surgical-skin-tightening-is-currently-more-hype-than-reality,,http://www.exploreplasticsurgery.com/2011/03/14/non-surgical-skin-tightening-is-currently-more-hype-than-reality/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2013/03/19/options-for-natural-cheek-augmentation/,options-for-natural-cheek-augmentation,,http://www.exploreplasticsurgery.com/2013/03/19/options-for-natural-cheek-augmentation/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/01/26/options-in-cheek-and-midface-enhancement-for-the-aging-face/,options-in-cheek-and-midface-enhancement-for-the-aging-face,,http://www.exploreplasticsurgery.com/2014/01/26/options-in-cheek-and-midface-enhancement-for-the-aging-face/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2013/12/08/options-in-contemporary-surgical-neck-rejuvenation/,options-in-contemporary-surgical-neck-rejuvenation,,http://www.exploreplasticsurgery.com/2013/12/08/options-in-contemporary-surgical-neck-rejuvenation/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/05/28/plastic-surgery-case-study-corner-of-mouth-lifts-with-perioral-mound-liposuction/,plastic-surgery-case-study-corner-of-mouth-lifts-with-perioral-mound-liposuction,,http://www.exploreplasticsurgery.com/2014/05/28/plastic-surgery-case-study-corner-of-mouth-lifts-with-perioral-mound-liposuction/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/11/06/plastic-surgery-case-study-liposuction-for-congenital-flank-lipodystrophy/,plastic-surgery-case-study-liposuction-for-congenital-flank-lipodystrophy,,http://www.exploreplasticsurgery.com/2014/11/06/plastic-surgery-case-study-liposuction-for-congenital-flank-lipodystrophy/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/11/02/plastic-surgery-case-study-maxillomandibular-advancement-for-sleep-apnea-and-improved-facial-profile/,plastic-surgery-case-study-maxillomandibular-advancement-for-sleep-apnea-and-improved-facial-profile,,http://www.exploreplasticsurgery.com/2014/11/02/plastic-surgery-case-study-maxillomandibular-advancement-for-sleep-apnea-and-improved-facial-profile/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/03/06/plastic-surgery-humor-facelift/,plastic-surgery-humor-facelift,,http://www.exploreplasticsurgery.com/2014/03/06/plastic-surgery-humor-facelift/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/05/14/plastic-surgery-product-emend-antiemetic-drug/,plastic-surgery-product-emend-antiemetic-drug,,http://www.exploreplasticsurgery.com/2014/05/14/plastic-surgery-product-emend-antiemetic-drug/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/11/01/plastic-surgery-wisdom-the-revisional-surgery-patient-the-cautious-consumer/,plastic-surgery-wisdom-the-revisional-surgery-patient-the-cautious-consumer,,http://www.exploreplasticsurgery.com/2014/11/01/plastic-surgery-wisdom-the-revisional-surgery-patient-the-cautious-consumer/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2012/08/06/plastic-surgerys-did-you-know-4/,plastic-surgerys-did-you-know-4,,http://www.exploreplasticsurgery.com/2012/08/06/plastic-surgerys-did-you-know-4/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2013/08/31/plastic-surgerys-did-you-know-anatomy-of-the-protruding-ear/,plastic-surgerys-did-you-know-anatomy-of-the-protruding-ear,,http://www.exploreplasticsurgery.com/2013/08/31/plastic-surgerys-did-you-know-anatomy-of-the-protruding-ear/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2013/11/12/plastic-surgerys-did-you-know-board-certification-matters/,plastic-surgerys-did-you-know-board-certification-matters,,http://www.exploreplasticsurgery.com/2013/11/12/plastic-surgerys-did-you-know-board-certification-matters/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2013/11/17/plastic-surgerys-did-you-know-body-dysmorphic-disorder/,plastic-surgerys-did-you-know-body-dysmorphic-disorder,,http://www.exploreplasticsurgery.com/2013/11/17/plastic-surgerys-did-you-know-body-dysmorphic-disorder/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2013/07/17/plastic-surgerys-did-you-know-breast-implant-serial-numbers/,plastic-surgerys-did-you-know-breast-implant-serial-numbers,,http://www.exploreplasticsurgery.com/2013/07/17/plastic-surgerys-did-you-know-breast-implant-serial-numbers/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/05/24/plastic-surgerys-did-you-know-fat-cell-biology/,plastic-surgerys-did-you-know-fat-cell-biology,,http://www.exploreplasticsurgery.com/2014/05/24/plastic-surgerys-did-you-know-fat-cell-biology/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/11/09/plastic-surgerys-did-you-know-gummy-bear-breast-implants/,plastic-surgerys-did-you-know-gummy-bear-breast-implants,,http://www.exploreplasticsurgery.com/2014/11/09/plastic-surgerys-did-you-know-gummy-bear-breast-implants/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2012/07/29/plastic-surgerys-did-you-know-lip-wrinkles/,plastic-surgerys-did-you-know-lip-wrinkles,,http://www.exploreplasticsurgery.com/2012/07/29/plastic-surgerys-did-you-know-lip-wrinkles/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2013/09/24/plastic-surgerys-did-you-know-rhytiphobia-and-botox/,plastic-surgerys-did-you-know-rhytiphobia-and-botox,,http://www.exploreplasticsurgery.com/2013/09/24/plastic-surgerys-did-you-know-rhytiphobia-and-botox/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/05/26/plastic-surgerys-did-you-know-the-function-of-eyebrows/,plastic-surgerys-did-you-know-the-function-of-eyebrows,,http://www.exploreplasticsurgery.com/2014/05/26/plastic-surgerys-did-you-know-the-function-of-eyebrows/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2013/10/28/plastic-surgerys-did-you-know-the-missing-element-in-jawline-enhancement/,plastic-surgerys-did-you-know-the-missing-element-in-jawline-enhancement,,http://www.exploreplasticsurgery.com/2013/10/28/plastic-surgerys-did-you-know-the-missing-element-in-jawline-enhancement/,,,https://exploreplasticsurgery.com
